number,fix_duration,first_fix_duration,fix_number,fix_duration_n,first_fix_duration_n,fix_number_n,word,sentence_num,first_fix_dur
18,0.3397666666666667,0.1670333333333333,1.3333333333333333,0.0173602094427113,0.0110594448823243,0.026838432635534,Costa,0,167.0333333333333
19,0.0971,0.0971,0.3333333333333333,0.0047384807581569,0.0055900335056591,0.0064102564102564,Rica,0,97.10000000000001
20,0.0863666666666666,0.0863666666666666,0.3333333333333333,0.0042146940076843,0.0049721169973095,0.0064102564102564,is,0,86.3666666666666
21,0.2318,0.2318,0.6666666666666666,0.0111032801609647,0.0131784236838534,0.0125830959164292,home,0,231.8
22,0.0,0.0,0.0,0.0,0.0,0.0,to,0,0.0
23,0.1941666666666666,0.1941666666666666,0.3333333333333333,0.0090334026540369,0.0108258295930789,0.0061728395061728,at,0,194.1666666666666
24,0.3721666666666667,0.3721666666666667,1.0,0.0186372586734459,0.0229787344550985,0.0198294727280234,least,0,372.1666666666667
25,0.0,0.0,0.0,0.0,0.0,0.0,five,0,0.0
26,0.4580666666666667,0.4580666666666667,1.0,0.0230526306637147,0.0290049868065651,0.0198294727280234,living,0,458.06666666666666
27,0.1832666666666666,0.1832666666666666,0.3333333333333333,0.0085262914664197,0.0102180963266519,0.0061728395061728,local,0,183.2666666666666
28,0.5339,0.4584,1.3333333333333333,0.0266854954134289,0.0291969586448763,0.0260023122341962,indigenous,0,458.4
29,0.2428666666666666,0.2428666666666666,1.0,0.0119533843688242,0.0147881232038076,0.0198294727280234,languages,0,242.8666666666666
30,0.2858333333333333,0.2858333333333333,0.6666666666666666,0.0136662116343699,0.0162302039053091,0.0125830959164292,spoken,0,285.83333333333326
31,0.1243333333333333,0.1243333333333333,0.3333333333333333,0.0070628690017685,0.0100327881198877,0.0072463768115942,by,0,124.3333333333333
32,0.0,0.0,0.0,0.0,0.0,0.0,the,0,0.0
33,0.5607000000000001,0.3287333333333333,1.6666666666666667,0.0277231190530034,0.0214727839248909,0.0324125686444527,descendants,0,328.73333333333335
34,0.0,0.0,0.0,0.0,0.0,0.0,of,0,0.0
35,0.5604666666666667,0.3663333333333333,1.6666666666666667,0.0287457263288859,0.0233135794333904,0.033486105949874,pre-Columbian,0,366.3333333333333
36,0.2371333333333333,0.1293,0.6666666666666666,0.0110323822284667,0.0072091661788073,0.0123456790123456,peoples:,0,129.3
37,0.3450666666666667,0.2156333333333333,1.0,0.0165693928827456,0.0121988399802626,0.0189933523266856,"Maléku,",0,215.6333333333333
38,0.4692333333333334,0.4692333333333334,1.0,0.0234564648624987,0.029446081076303,0.0198294727280234,"Cabécar,",0,469.2333333333334
39,0.4530333333333333,0.4530333333333333,1.0,0.022943365777548,0.0291866360080731,0.0198294727280234,"Bribri,",0,453.0333333333333
40,0.4097666666666666,0.4097666666666666,1.0,0.0207632231861724,0.0265483580348307,0.0198294727280234,"Guaymi,",0,409.7666666666666
41,0.0,0.0,0.0,0.0,0.0,0.0,and,0,0.0
42,0.4153,0.4153,1.0,0.0209791375268311,0.0267361640208764,0.0198294727280234,Buglere.,0,415.3
43,0.4582,0.3611666666666666,1.3333333333333333,0.0236688759833783,0.0230209411639326,0.0270758495396176,Some,0,361.1666666666666
44,0.5177333333333333,0.383,1.3333333333333333,0.0255267822855436,0.0241264880469236,0.0260023122341962,Afro-Carib,0,383.0
45,0.7441333333333334,0.3233,1.6666666666666667,0.0392757099822406,0.0201690974397632,0.0332486890457904,immigrants,0,323.29999999999995
46,0.2424666666666667,0.1132,0.6666666666666666,0.0137735413187304,0.0091344097734956,0.0144927536231884,also,0,113.19999999999999
47,0.4527333333333334,0.3018333333333333,1.0,0.023084788611368,0.0202398770496572,0.020066889632107,speak,0,301.8333333333333
48,0.4795333333333333,0.2316333333333333,1.6666666666666667,0.023434467224937,0.0146679188443199,0.0324125686444527,Jamaican,0,231.6333333333333
49,0.6523666666666667,0.6523666666666667,1.0,0.0331147377515681,0.0422777799775721,0.0198294727280234,patois,0,652.3666666666667
50,0.2860666666666666,0.1564,0.6666666666666666,0.0162502792957581,0.0126203329379392,0.0144927536231884,(or,0,156.4
51,0.7923666666666667,0.6038333333333333,1.3333333333333333,0.0397617570722573,0.0355136375573644,0.0270758495396176,"Mekatelyu),",0,603.8333333333334
52,0.0861666666666666,0.0861666666666666,0.3333333333333333,0.0042049340061227,0.0049606030251042,0.0064102564102564,a,0,86.1666666666666
53,0.8520333333333333,0.5606333333333333,2.0,0.0437444282918206,0.0368140034901472,0.0404950658573846,Creole-English,0,560.6333333333333
54,0.3830666666666666,0.3830666666666666,0.6666666666666666,0.0204851481161898,0.0278176115679645,0.013419216317767,language.,0,383.0666666666666
55,0.4151333333333333,0.1669666666666666,1.3333333333333333,0.0225468655913883,0.0104832067774834,0.028149386845039,In,0,166.96666666666658
56,0.3441666666666667,0.3441666666666667,0.6666666666666666,0.0184981736345935,0.0252189754731451,0.013419216317767,"addition,",0,344.1666666666667
57,0.4098,0.4098,0.6666666666666666,0.0193969878094788,0.0231127945419465,0.0125830959164292,many,0,409.8
58,0.1512,0.1512,0.3333333333333333,0.0085890546359308,0.0122007310755525,0.0072463768115942,Costa,0,151.2
59,0.4476666666666666,0.329,1.3333333333333333,0.02198431760483,0.0199557379869759,0.0262397291382798,Rican,0,329.0
60,0.1942,0.0916333333333333,0.6666666666666666,0.0110317090628159,0.007394137946802,0.0144927536231884,adults,0,91.6333333333333
61,0.4259666666666666,0.4259666666666666,1.0,0.0212258458901443,0.0264059714519721,0.0198294727280234,speak,0,425.9666666666666
62,0.4152666666666667,0.2697333333333333,0.6666666666666666,0.0235896037597942,0.0217655017335474,0.0144927536231884,a,0,269.73333333333335
63,0.1293,0.1293,0.3333333333333333,0.0060155483081561,0.0072091661788073,0.0061728395061728,second,0,129.3
64,0.1940666666666667,0.1940666666666667,0.3333333333333333,0.0094704548486061,0.011172391029848,0.0064102564102564,language,0,194.0666666666667
65,0.3288333333333333,0.3288333333333333,1.0,0.0167894944586481,0.0215109586186045,0.0198294727280234,such,0,328.8333333333333
66,0.2051999999999999,0.2051999999999999,0.6666666666666666,0.0108786666482391,0.0143113691630312,0.0136566332218506,as,0,205.1999999999999
67,0.0808,0.0808,0.3333333333333333,0.0037591361430704,0.0045050319199353,0.0061728395061728,"English,",0,80.8
68,0.1133333333333333,0.1133333333333333,0.3333333333333333,0.0055306675515734,0.0065245842496536,0.0064102564102564,"French,",0,113.3333333333333
69,0.2101333333333333,0.1185666666666666,0.6666666666666666,0.0097762352499654,0.0066107254699711,0.0123456790123456,Portuguese,0,118.56666666666659
70,0.1886,0.1077,0.6666666666666666,0.009203681472589,0.0062002740325384,0.0128205128205128,or,0,107.7
71,0.1833666666666666,0.1833666666666666,0.3333333333333333,0.0085309438626364,0.0102236718612063,0.0061728395061728,German.,0,183.3666666666666
0,0.0,0.0,0.0,0.0,0.0,0.0,The,1,0.0
1,0.1726666666666666,0.1726666666666666,0.6666666666666666,0.0075341982299063,0.009035487785078,0.0109275053304904,official,1,172.6666666666666
2,0.2804666666666666,0.1834666666666666,1.0,0.0121782739412102,0.0096199656670509,0.0159026297085998,national,1,183.4666666666666
3,0.2696333333333333,0.1402,0.6666666666666666,0.0122388150031016,0.0073890587119215,0.0119047619047619,language,1,140.2
4,0.0809,0.0809,0.3333333333333333,0.0034046672137701,0.0042066838955244,0.0049751243781094,of,1,80.9
5,0.0,0.0,0.0,0.0,0.0,0.0,Costa,1,0.0
6,0.1726666666666666,0.1726666666666666,0.6666666666666666,0.007587530202474,0.0090468639624346,0.0109275053304904,Rica,1,172.6666666666666
7,0.0,0.0,0.0,0.0,0.0,0.0,is,1,0.0
8,0.2910666666666666,0.2910666666666666,0.6666666666666666,0.0125703806117495,0.0152034940394444,0.0109275053304904,Spanish,1,291.0666666666666
9,0.0,0.0,0.0,0.0,0.0,0.0,and,1,0.0
10,0.1239333333333333,0.1239333333333333,0.3333333333333333,0.0052157201074567,0.0064443554691223,0.0049751243781094,has,1,123.9333333333333
11,0.1832666666666666,0.1832666666666666,0.3333333333333333,0.0083185813928857,0.0096588313832964,0.0059523809523809,been,1,183.2666666666666
12,0.2319333333333333,0.2319333333333333,0.6666666666666666,0.0110366557100755,0.0139987151299703,0.0110357304387155,since,1,231.9333333333333
13,0.1024333333333333,0.1024333333333333,0.3333333333333333,0.0046495090251615,0.0053986156494852,0.0059523809523809,the,1,102.43333333333331
14,0.0971,0.0971,0.3333333333333333,0.0040864423542284,0.0050490606459261,0.0049751243781094,Spanish,1,97.10000000000001
15,0.4906666666666666,0.4151666666666666,1.3333333333333333,0.0229977040418361,0.0246901602596253,0.0219632357692059,colonisation,1,415.1666666666666
16,0.0861666666666666,0.0861666666666666,0.3333333333333333,0.0039111554930174,0.004541302132743,0.0059523809523809,of,1,86.1666666666666
17,0.1023666666666666,0.1023666666666666,0.3333333333333333,0.0043080894163527,0.0053229197540814,0.0049751243781094,the,1,102.3666666666666
18,0.2101666666666667,0.2101666666666667,0.6666666666666666,0.0102777393129176,0.0131056388432572,0.0110357304387155,country,1,210.16666666666669
19,0.0,0.0,0.0,0.0,0.0,0.0,in,1,0.0
20,0.3398,0.3398,1.0,0.0159689810620597,0.0196920514671946,0.0169881113910964,the,1,339.8
21,0.0270333333333333,0.0270333333333333,0.3333333333333333,0.0015371726637249,0.0020126966163864,0.006060606060606,16th,1,27.033333333333303
22,0.2049,0.2049,0.6666666666666666,0.0089972881183968,0.0107343037086225,0.0109275053304904,"century,",1,204.9
23,0.8089666666666666,0.5499333333333333,2.0,0.0356537720095907,0.0305048650142797,0.0319134845254248,"however,",1,549.9333333333333
24,0.1294666666666666,0.1294666666666666,0.3333333333333333,0.0054485898056379,0.0067320808612348,0.0049751243781094,there,1,129.46666666666658
25,0.1024666666666666,0.1024666666666666,0.3333333333333333,0.0058264719707652,0.007628889517598,0.006060606060606,are,1,102.4666666666666
26,0.2320333333333333,0.2320333333333333,0.6666666666666666,0.0116471621462398,0.0143429890536782,0.012012987012987,also,1,232.0333333333333
27,0.3021333333333333,0.2265,1.0,0.0157582365380239,0.0141680799530353,0.018073593073593,five,1,226.5
28,0.4423333333333333,0.1671333333333333,1.6666666666666667,0.0203681276916462,0.0105049635595387,0.0270465852555404,indigenous,1,167.1333333333333
29,0.4530666666666667,0.4530666666666667,1.0,0.0224892702081038,0.0280371562796649,0.0169881113910964,languages,1,453.06666666666666
30,0.1889666666666666,0.1889666666666666,0.6666666666666666,0.0096315417753905,0.011957948257573,0.012012987012987,spoken,1,188.96666666666658
31,0.0862666666666666,0.0862666666666666,0.3333333333333333,0.0036305227644158,0.0044857428601637,0.0049751243781094,in,1,86.26666666666661
32,0.1616333333333333,0.1616333333333333,0.6666666666666666,0.0078367267661373,0.0099764700053351,0.0110357304387155,Costa,1,161.6333333333333
33,0.1025,0.1025,0.3333333333333333,0.0046525350642276,0.0054021292294719,0.0059523809523809,Rica,1,102.5
34,0.0,0.0,0.0,0.0,0.0,0.0,as,1,0.0
35,0.1078333333333333,0.1078333333333333,0.3333333333333333,0.0045381534555197,0.0056071785752046,0.0049751243781094,part,1,107.8333333333333
36,0.2427333333333333,0.2427333333333333,0.6666666666666666,0.0123794794132087,0.0153745157512903,0.012012987012987,of,1,242.7333333333333
37,0.0,0.0,0.0,0.0,0.0,0.0,the,1,0.0
38,0.6147333333333334,0.4422,1.0,0.0265128386714843,0.0231306790768314,0.0159026297085998,Chibcha,1,442.2
39,0.4261666666666667,0.4261666666666667,1.0,0.0206596573766455,0.0255547589199141,0.0169881113910964,language,1,426.1666666666667
40,0.0322666666666666,0.0322666666666666,0.3333333333333333,0.0018347510955435,0.00240233085655,0.006060606060606,family;,1,32.2666666666666
41,0.6093000000000001,0.3127666666666667,2.0,0.0275778156352316,0.0180689421489251,0.0328907410996963,Cabecar,1,312.7666666666667
42,0.1294,0.1294,0.3333333333333333,0.0054457841466237,0.0067286142902455,0.0049751243781094,"language,",1,129.39999999999998
43,0.1132,0.1132,0.3333333333333333,0.0047640090061654,0.0058862375398439,0.0049751243781094,Bribri,1,113.19999999999999
44,0.5121666666666668,0.5121666666666668,1.0,0.0251517995494934,0.0313529088452624,0.0169881113910964,"language,",1,512.1666666666667
45,0.3937333333333333,0.3937333333333333,1.0,0.0186989260821084,0.0232187540979982,0.0169881113910964,Maleku,1,393.73333333333335
46,0.1994666666666666,0.1994666666666666,0.6666666666666666,0.0087332559104017,0.0104442332289207,0.0109275053304904,"language,",1,199.4666666666666
47,0.3988666666666667,0.3233999999999999,1.0,0.020609621284701,0.0209313758655078,0.0170963364993215,Buglere,1,323.3999999999999
48,0.8358333333333333,0.3666666666666667,2.6666666666666665,0.0435645665606195,0.0223948224495895,0.046097434903405,"language,",1,366.6666666666667
49,0.1458333333333333,0.1458333333333333,0.3333333333333333,0.0082923926064079,0.0108576420427753,0.006060606060606,and,1,145.8333333333333
50,0.2532333333333333,0.2532333333333333,0.6666666666666666,0.0109956893353017,0.0132399522183011,0.0109275053304904,Guaymi,1,253.23333333333332
51,0.3128,0.2264666666666666,1.3333333333333333,0.0146102153955193,0.0134380938635254,0.0219632357692059,language.,1,226.46666666666658
52,0.3291,0.3291,0.6666666666666666,0.0169597586508761,0.0218377636103479,0.0110357304387155,Costa,1,329.1
53,0.3828,0.3828,0.3333333333333333,0.0173755163179156,0.020174976283335,0.0059523809523809,"Rica,",1,382.79999999999995
54,0.1509666666666666,0.1509666666666666,0.3333333333333333,0.0063534148377276,0.0078500500052865,0.0049751243781094,like,1,150.9666666666666
55,0.0755666666666666,0.0755666666666666,0.3333333333333333,0.0034300152814972,0.0039826429148659,0.0059523809523809,other,1,75.5666666666666
56,0.8568000000000001,0.3824333333333333,2.333333333333333,0.043247177292042,0.0238300458101063,0.0410140854170704,"countries,",1,382.4333333333333
57,0.0,0.0,0.0,0.0,0.0,0.0,has,1,0.0
58,0.5820333333333334,0.4313666666666667,1.3333333333333333,0.0293713663857608,0.0258054297743937,0.0230487174517025,attracted,1,431.3666666666667
59,0.0,0.0,0.0,0.0,0.0,0.0,a,1,0.0
60,0.5767333333333333,0.4635666666666666,1.3333333333333333,0.0279461941239262,0.0264022140317185,0.0230487174517025,large,1,463.5666666666666
61,0.3668333333333333,0.1835666666666666,1.0,0.016796659244264,0.0116094593685685,0.0160108548168249,number,1,183.5666666666666
62,0.0,0.0,0.0,0.0,0.0,0.0,of,1,0.0
63,0.5232,0.3237666666666667,1.6666666666666667,0.0255992510915395,0.0193411456646611,0.0280238418298119,immigrants,1,323.7666666666667
64,0.2587,0.1294333333333333,1.0,0.0120515112651723,0.0074073806056004,0.0179653679653679,over,1,129.43333333333328
65,0.1132,0.1132,0.3333333333333333,0.0047640090061654,0.0058862375398439,0.0049751243781094,the,1,113.19999999999999
66,0.2048666666666666,0.2048666666666666,0.6666666666666666,0.010293588062131,0.0131930501597279,0.0110357304387155,years.,1,204.86666666666662
67,0.2266,0.2266,0.6666666666666666,0.0109727822815461,0.0139653878209274,0.0110357304387155,This,1,226.6
68,0.2266666666666666,0.2266666666666666,0.6666666666666666,0.0115274585765752,0.0142950318547695,0.012012987012987,has,1,226.6666666666666
69,0.2317666666666666,0.2317666666666666,0.6666666666666666,0.0102176633822687,0.0121504644792312,0.0109275053304904,resulted,1,231.7666666666666
70,0.0,0.0,0.0,0.0,0.0,0.0,in,1,0.0
71,0.4045333333333333,0.3020333333333333,1.3333333333333333,0.019482710132989,0.018552674277577,0.0229404923434774,"English,",1,302.0333333333333
72,0.0,0.0,0.0,0.0,0.0,0.0,as,1,0.0
73,0.2749333333333333,0.2749333333333333,0.6666666666666666,0.0121229203748607,0.0144139668117388,0.0109275053304904,well,1,274.9333333333333
74,0.0,0.0,0.0,0.0,0.0,0.0,as,1,0.0
75,0.3127333333333333,0.3127333333333333,1.0,0.0150503285943768,0.0186430476611152,0.0169881113910964,"French,",1,312.7333333333333
76,0.2696,0.1832666666666666,1.0,0.0127001724013522,0.0115871236477948,0.0160108548168249,"Portuguese,",1,183.2666666666666
77,0.1617333333333333,0.0809,0.6666666666666666,0.0073411707745147,0.0042637293137978,0.0119047619047619,and,1,80.9
78,0.1993666666666667,0.1993666666666667,0.6666666666666666,0.0086929050933634,0.0104313238968729,0.0109275053304904,"German,",1,199.3666666666667
79,0.4691,0.3934666666666667,1.6666666666666667,0.0224583734801155,0.0229894833707229,0.0290010984040834,being,1,393.4666666666667
80,0.1456333333333333,0.1456333333333333,0.3333333333333333,0.006610382340036,0.0076754154808334,0.0059523809523809,spoken,1,145.6333333333333
81,0.0969333333333333,0.0969333333333333,0.3333333333333333,0.0043998608022029,0.0051087453005867,0.0059523809523809,by,1,96.93333333333331
82,0.1941,0.1941,0.6666666666666666,0.0099222415011888,0.0127574435137796,0.0110357304387155,a,1,194.1
83,0.3821666666666667,0.2156666666666666,1.3333333333333333,0.0198979373603262,0.0132718771485982,0.0231569425599276,portion,1,215.6666666666666
84,0.2481,0.2481,0.3333333333333333,0.0112614043847306,0.013075787920312,0.0059523809523809,of,1,248.1
85,0.0808333333333333,0.0808333333333333,0.3333333333333333,0.0045963547589804,0.0060182358751383,0.006060606060606,the,1,80.8333333333333
86,0.9761333333333332,0.8358666666666666,1.3333333333333333,0.044426056036073,0.0459573063743217,0.0229404923434774,population.,1,835.8666666666667
0,0.0,0.0,0.0,0.0,0.0,0.0,Those,2,0.0
1,0.0863333333333333,0.0863333333333333,0.3333333333333333,0.0157928755228722,0.0233119115767492,0.0238095238095238,are,2,86.3333333333333
2,0.1778999999999999,0.1778999999999999,0.3333333333333333,0.0206399665862261,0.0450950570342205,0.0138888888888888,part,2,177.8999999999999
3,0.6091,0.1833,1.6666666666666667,0.0969492684444515,0.0671377865786129,0.0861111111111111,of,2,183.29999999999998
4,0.4309333333333333,0.2746666666666666,1.6666666666666667,0.0732104596671689,0.0877028107023391,0.1059523809523809,the,2,274.66666666666663
5,0.2587666666666666,0.0808333333333333,0.6666666666666666,0.0529640924875998,0.0387207000063869,0.0444444444444444,lyrics,2,80.8333333333333
6,0.3126,0.2100666666666666,1.3333333333333333,0.0463339311852596,0.0655987470063057,0.0738095238095238,of,2,210.0666666666666
7,0.4424333333333334,0.1780666666666666,1.3333333333333333,0.080044803241137,0.0585565505064892,0.0805555555555555,the,2,178.0666666666666
8,0.0969999999999999,0.0969999999999999,0.3333333333333333,0.0177441188307174,0.026192147756116,0.0238095238095238,song,2,96.9999999999999
9,1.3796,0.388,3.333333333333333,0.1972840366272777,0.1247680569208816,0.167063492063492,"""Dear",2,388.0
10,0.4747666666666666,0.2480666666666666,1.3333333333333333,0.0604953906393199,0.0642191047498594,0.0654761904761904,"Prudence""",2,248.0666666666666
11,0.2752333333333333,0.1619333333333333,0.6666666666666666,0.0563344727128831,0.0775691384045474,0.0444444444444444,by,2,161.93333333333328
12,0.0,0.0,0.0,0.0,0.0,0.0,The,2,0.0
13,0.5067666666666667,0.2695333333333333,1.3333333333333333,0.0663691932664095,0.0701947278308,0.0654761904761904,"Beatles,",2,269.5333333333333
14,0.4365999999999999,0.3450333333333333,1.3333333333333333,0.0773753259031495,0.1074456211759735,0.0821428571428571,written,2,345.0333333333333
15,0.0754333333333333,0.0754333333333333,0.3333333333333333,0.0087517789740733,0.0191212505280946,0.0138888888888888,by,2,75.4333333333333
16,0.1725333333333333,0.1725333333333333,0.3333333333333333,0.0315613605043963,0.0465878202012565,0.0238095238095238,John,2,172.53333333333327
17,0.5878333333333333,0.2966333333333333,1.3333333333333333,0.0981489254070575,0.0777785690213669,0.0853174603174603,Lennon.,2,296.6333333333333
18,0.0,0.0,0.0,0.0,0.0,0.0,,2,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,,2,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,,2,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,,2,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,,2,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,,2,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,The,3,0.0
1,0.1725333333333333,0.0700666666666666,0.6666666666666666,0.0201273122494293,0.0101205608196595,0.0277777777777777,lyrics,3,70.06666666666659
2,0.1455,0.1455,0.3333333333333333,0.0197746639666209,0.0208270708979258,0.0166666666666666,you,3,145.5
3,0.2425,0.1023666666666666,0.6666666666666666,0.0282894506596983,0.0147860334334796,0.0277777777777777,are,3,102.3666666666666
4,0.5066666666666667,0.3880999999999999,1.0,0.0612856733523234,0.0559106761742448,0.0444444444444444,referring,3,388.0999999999999
5,0.1779666666666667,0.1779666666666667,0.3333333333333333,0.0207611514875779,0.0257058393035975,0.0138888888888888,to,3,177.9666666666667
6,0.1132,0.1132,0.3333333333333333,0.0153848244743744,0.016203604299967,0.0166666666666666,are,3,113.19999999999999
7,0.1994666666666666,0.1994666666666666,0.6666666666666666,0.0249299919839212,0.0286991502085147,0.0305555555555555,from,3,199.4666666666666
8,0.1347666666666666,0.1347666666666666,0.3333333333333333,0.0157215462566543,0.0194659502349587,0.0138888888888888,the,3,134.7666666666666
9,0.0,0.0,0.0,0.0,0.0,0.0,song,3,0.0
10,0.0914666666666666,0.0914666666666666,0.3333333333333333,0.0124310831441942,0.0130926649585128,0.0166666666666666,"""Here",3,91.4666666666666
11,0.1347666666666666,0.1347666666666666,0.3333333333333333,0.0183159144139858,0.019290686744631,0.0166666666666666,Comes,3,134.7666666666666
12,0.2319333333333333,0.2319333333333333,0.6666666666666666,0.0288207857824153,0.0333817171407202,0.0305555555555555,The,3,231.9333333333333
13,0.0915666666666666,0.0915666666666666,0.3333333333333333,0.0106819410257307,0.01322606116632,0.0138888888888888,"Sun""",3,91.5666666666666
14,0.3666333333333333,0.2588,1.0,0.0460919457974991,0.0371571787777104,0.0444444444444444,by,3,258.79999999999995
15,0.1132666666666666,0.1132666666666666,0.3333333333333333,0.0132134093940419,0.0163604498882982,0.0138888888888888,The,3,113.2666666666666
16,0.3775,0.3775,1.0,0.0523752535254376,0.064563126190917,0.0501633986928104,Beatles.,3,377.5
17,0.0917333333333333,0.0917333333333333,0.3333333333333333,0.0107013839471463,0.0132501348124181,0.0138888888888888,The,3,91.7333333333333
18,0.1077333333333333,0.1077333333333333,0.3333333333333333,0.0146418588637156,0.0154210980852454,0.0166666666666666,song,3,107.7333333333333
19,0.4425999999999999,0.2320666666666666,1.3333333333333333,0.0762017894727698,0.0514978255874116,0.0727124183006536,was,3,232.06666666666658
20,0.1509666666666666,0.1509666666666666,0.6666666666666666,0.0190654764385111,0.0217076778493805,0.0305555555555555,written,3,150.9666666666666
21,0.0917333333333333,0.0917333333333333,0.3333333333333333,0.0107013839471463,0.0132501348124181,0.0138888888888888,by,3,91.7333333333333
22,0.3178666666666667,0.2372333333333333,1.0,0.0397792205878994,0.0340841850380568,0.0444444444444444,George,3,237.2333333333333
23,0.3395666666666666,0.2156333333333333,1.0,0.0601762081406472,0.0506694653334972,0.0558823529411764,Harrison,3,215.6333333333333
24,0.2698333333333333,0.1832666666666667,1.0,0.0437652016649314,0.0384300795330832,0.0531045751633986,and,3,183.26666666666668
25,0.0808,0.0808,0.3333333333333333,0.0155543149748782,0.0244803975034842,0.0196078431372549,was,3,80.8
26,0.1996,0.1996,0.6666666666666666,0.0323208907565717,0.0432384379358163,0.0362745098039215,released,3,199.6
27,0.2749999999999999,0.1616999999999999,0.6666666666666666,0.0529385720060831,0.0489910925286311,0.0392156862745098,in,3,161.6999999999999
28,0.5013333333333333,0.2803666666666666,1.6666666666666667,0.0770465869923633,0.0557921740472943,0.086437908496732,1969,3,280.3666666666666
29,0.1185666666666666,0.1185666666666666,0.3333333333333333,0.016114199250692,0.0169717963766145,0.0166666666666666,on,3,118.56666666666659
30,0.0971666666666666,0.0971666666666666,0.3333333333333333,0.018704962108816,0.029439091882284,0.0196078431372549,The,3,97.1666666666666
31,0.2964666666666666,0.2964666666666666,0.6666666666666666,0.0368675735697036,0.0426680062217728,0.0305555555555555,Beatles',3,296.4666666666666
32,0.1402333333333333,0.1402333333333333,0.3333333333333333,0.0190588800246447,0.0200731929593526,0.0166666666666666,album,3,140.2333333333333
33,0.2857,0.2857,0.6666666666666666,0.0421813570752564,0.0503629833568728,0.0362745098039215,"""Abbey",3,285.7
34,0.1349333333333333,0.1349333333333333,0.3333333333333333,0.0259751926643181,0.0408814558969076,0.0196078431372549,"Road.""",3,134.93333333333328
35,0.0,0.0,0.0,0.0,0.0,0.0,,3,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,,3,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,"No,",4,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,I,4,0.0
2,0.5176333333333333,0.3828666666666667,1.3333333333333333,0.0297592280589677,0.0243057327055155,0.0282823811953517,am,4,382.8666666666667
3,0.1077333333333333,0.1077333333333333,0.3333333333333333,0.0035363913489713,0.006644832470862,0.0034364261168384,not,4,107.7333333333333
4,0.1240333333333333,0.1240333333333333,0.3333333333333333,0.0068766054961098,0.0072748956469886,0.0077519379844961,an,4,124.0333333333333
5,0.0,0.0,0.0,0.0,0.0,0.0,FBI,4,0.0
6,0.4206333333333333,0.3288333333333333,1.3333333333333333,0.0222600356107509,0.0213138883889517,0.0274873106328392,agent.,4,328.8333333333333
7,0.0,0.0,0.0,0.0,0.0,0.0,I,4,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,am,4,0.0
9,0.0862666666666666,0.0862666666666666,0.3333333333333333,0.002831739112357,0.0053208002582273,0.0034364261168384,an,4,86.26666666666661
